Protocol,Mode,Scenario,Run,Seed,N,Slots,OnsetSlot,Algorithm,BudgetFraction,MeanSatisfaction,PreOnsetMeanSatisfaction,PostOnsetMeanSatisfaction,OnsetWindowMeanSatisfaction,TotalMigrations,PostOnsetMigrations,MigrationMB,PostOnsetMigrationMB,MeanAdmittedTasks,MeanRejectedTasks,PostMeanAdmittedTasks,PostMeanRejectedTasks,RuntimeSec,RepairOverrides,MaxBudgetExcess,CandidateEvaluations,AcceptedMoves,BudgetActiveSlots
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,14,2026074114,180,200,1,BudgetedLNS,0.01,55.6611111111111,,55.6611111111111,56.1111111111111,166,166,284.4256,284.4256,139.69,40.31,139.69,40.31,10.5377508,13,6,3949,112,55
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,15,2026074115,180,200,1,BudgetedLNS,0.01,53.4944444444444,,53.4944444444444,52.0,145,145,250.183,250.183,139.8,40.2,139.8,40.2,10.4968847,11,2,3378,66,33
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,16,2026074116,180,200,1,BudgetedLNS,0.01,53.5805555555556,,53.5805555555556,53.2222222222222,161,161,277.7894,277.7894,139.65,40.35,139.65,40.35,10.3020179,14,2,3086,70,35
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,17,2026074117,180,200,1,BudgetedLNS,0.01,51.0722222222222,,51.0722222222222,49.8888888888889,212,212,362.7986,362.7986,139.87,40.13,139.87,40.13,10.321297,17,4,3193,133,65
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,18,2026074118,180,200,1,BudgetedLNS,0.01,58.35,,58.35,58.9444444444444,184,184,294.5794,294.5794,139.635,40.365,139.635,40.365,10.0825378,20,4,3476,118,52
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,19,2026074119,180,200,1,BudgetedLNS,0.01,54.4472222222222,,54.4472222222222,53.9444444444444,136,136,231.6682,231.6682,139.335,40.665,139.335,40.665,11.3264521,9,4,3862,73,35
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,20,2026074120,180,200,1,BudgetedLNS,0.01,57.5888888888889,,57.5888888888889,56.9444444444444,243,243,415.2906,415.2906,139.47,40.53,139.47,40.53,10.1071697,24,4,3456,154,76
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,21,2026074121,180,200,1,BudgetedLNS,0.01,58.3083333333333,,58.3083333333333,57.2222222222222,218,218,375.1418,375.1418,139.49,40.51,139.49,40.51,6.9509011,24,3,2267,157,78
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,22,2026074122,180,200,1,BudgetedLNS,0.01,56.5694444444444,,56.5694444444444,55.2777777777778,221,221,381.3134,381.3134,139.55,40.45,139.55,40.45,8.2964933,27,4,2189,134,67
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,23,2026074123,180,200,1,BudgetedLNS,0.01,65.0416666666667,,65.0416666666667,61.0,134,134,215.2772,215.2772,139.16,40.84,139.16,40.84,7.9395193,3,2,2729,126,55
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,24,2026074124,180,200,1,BudgetedLNS,0.01,60.8305555555555,,60.8305555555555,59.4722222222222,171,171,294.048,294.048,139.45,40.55,139.45,40.55,8.1024245,19,2,2601,105,52
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,25,2026074125,180,200,1,BudgetedLNS,0.01,61.5277777777778,,61.5277777777778,59.0277777777778,197,197,330.9452,330.9452,139.55,40.45,139.55,40.45,9.1947644,16,3,3336,126,58
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,26,2026074126,180,200,1,BudgetedLNS,0.01,54.2555555555556,,54.2555555555556,54.9722222222222,225,225,364.3254,364.3254,139.745,40.255,139.745,40.255,9.008924,25,3,2693,153,68
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,27,2026074127,180,200,1,BudgetedLNS,0.01,58.2805555555555,,58.2805555555555,55.0555555555556,136,136,225.6958,225.6958,139.26,40.74,139.26,40.74,8.4136965,9,5,3074,95,43
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,28,2026074128,180,200,1,BudgetedLNS,0.01,53.4305555555555,,53.4305555555555,55.7222222222222,291,291,468.2478,468.2478,139.635,40.365,139.635,40.365,7.3455711,30,5,2670,175,77
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,29,2026074129,180,200,1,BudgetedLNS,0.01,54.2361111111111,,54.2361111111111,53.6388888888889,236,236,407.1944,407.1944,139.65,40.35,139.65,40.35,8.663848,33,4,2781,132,66
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,30,2026074130,180,200,1,BudgetedLNS,0.01,51.7361111111111,,51.7361111111111,51.8333333333333,257,257,441.437,441.437,139.795,40.205,139.795,40.205,7.83035759999999,28,4,2332,172,85
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,1,2026075101,180,200,1,BudgetedLNS,0.01,50.7527777777777,,50.7527777777777,51.7777777777778,240,240,2591.762,2591.762,152.815,27.185,152.815,27.185,9.50060780000001,37,3,3523,109,52
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,2,2026075102,180,200,1,BudgetedLNS,0.01,49.5638888888888,,49.5638888888888,50.1944444444444,173,173,1553.8546,1553.8546,152.955,27.045,152.955,27.045,9.5898276,23,4,3965,54,26
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,3,2026075103,180,200,1,BudgetedLNS,0.01,45.8916666666667,,45.8916666666667,44.6388888888889,171,171,1806.5998,1806.5998,152.855,27.145,152.855,27.145,15.7991662,19,4,4134,66,26
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,4,2026075104,180,200,1,BudgetedLNS,0.01,48.4527777777778,,48.4527777777778,50.4166666666667,149,149,1650.3666,1650.3666,152.765,27.235,152.765,27.235,18.0740093,18,4,4242,59,28
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,5,2026075105,180,200,1,BudgetedLNS,0.01,47.55,,47.55,46.3611111111111,69,69,862.020999999999,862.020999999999,153.01,26.99,153.01,26.99,10.5953011,6,5,4022,11,5
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,6,2026075106,180,200,1,BudgetedLNS,0.01,47.6416666666667,,47.6416666666667,47.5833333333333,151,151,1695.233,1695.233,153.065,26.935,153.065,26.935,17.5387243,5,4,4219,68,34
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,7,2026075107,180,200,1,BudgetedLNS,0.01,47.6861111111111,,47.6861111111111,48.5555555555556,239,239,2628.466,2628.466,152.77,27.23,152.77,27.23,9.19938470000001,33,3,4220,54,27
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,8,2026075108,180,200,1,BudgetedLNS,0.01,35.5555555555555,,35.5555555555555,35.5277777777778,194,194,2153.7192,2153.7192,153.37,26.63,153.37,26.63,11.2909052,33,4,4377,45,22
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,9,2026075109,180,200,1,BudgetedLNS,0.01,53.2694444444444,,53.2694444444444,50.9444444444444,19,19,134.2656,134.2656,152.605,27.395,152.605,27.395,11.0010559,1,2,4703,13,6
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,10,2026075110,180,200,1,BudgetedLNS,0.01,40.8583333333333,,40.8583333333333,40.1388888888889,275,275,3087.6842,3087.6842,153.395,26.605,153.395,26.605,8.80935549999999,41,4,3546,86,41
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,11,2026075111,180,200,1,BudgetedLNS,0.01,51.9583333333333,,51.9583333333333,51.1666666666667,377,377,4608.704,4608.704,152.885,27.115,152.885,27.115,9.3443506,65,5,4110,85,40
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,12,2026075112,180,200,1,BudgetedLNS,0.01,43.0611111111111,,43.0611111111111,41.3055555555556,265,265,3397.5126,3397.5126,152.95,27.05,152.95,27.05,12.1289091,39,5,4202,50,22
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,13,2026075113,180,200,1,BudgetedLNS,0.01,43.4694444444444,,43.4694444444444,42.6388888888889,178,178,1818.6776,1818.6776,152.85,27.15,152.85,27.15,10.9625684,22,3,3556,87,40
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,14,2026075114,180,200,1,BudgetedLNS,0.01,35.3055555555556,,35.3055555555556,35.9166666666667,254,254,2423.7706,2423.7706,153.355,26.645,153.355,26.645,18.3039656,48,4,4104,79,36
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,15,2026075115,180,200,1,BudgetedLNS,0.01,52.0194444444445,,52.0194444444445,51.25,50,50,507.998,507.998,152.99,27.01,152.99,27.01,15.6477731,3,3,4053,33,16
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,16,2026075116,180,200,1,BudgetedLNS,0.01,46.0666666666667,,46.0666666666667,44.2222222222222,192,192,2226.1318,2226.1318,153.05,26.95,153.05,26.95,7.6498594,21,3,3905,77,36
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,17,2026075117,180,200,1,BudgetedLNS,0.01,50.0194444444445,,50.0194444444445,49.5277777777778,144,144,1286.0514,1286.0514,152.865,27.135,152.865,27.135,14.7879863,10,3,3826,87,43
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,18,2026075118,180,200,1,BudgetedLNS,0.01,44.6222222222223,,44.6222222222223,42.4166666666667,144,144,1529.4376,1529.4376,153.045,26.955,153.045,26.955,7.9376407,21,3,4058,60,27
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,19,2026075119,180,200,1,BudgetedLNS,0.01,43.45,,43.45,43.2222222222222,144,144,1260.4318,1260.4318,153.095,26.905,153.095,26.905,14.8924599,18,2,3765,56,27
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,20,2026075120,180,200,1,BudgetedLNS,0.01,50.85,,50.85,51.0277777777778,223,223,2304.2434,2304.2434,152.83,27.17,152.83,27.17,14.9471205,28,4,4251,78,37
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,21,2026075121,180,200,1,BudgetedLNS,0.01,47.0472222222222,,47.0472222222222,47.8333333333333,146,146,1814.704,1814.704,152.755,27.245,152.755,27.245,15.9485852,13,4,4365,21,10
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,22,2026075122,180,200,1,BudgetedLNS,0.01,45.0138888888889,,45.0138888888889,44.8055555555556,354,354,4300.014,4300.014,152.86,27.14,152.86,27.14,16.2965087,36,7,4495,18,9
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,23,2026075123,180,200,1,BudgetedLNS,0.01,30.0222222222222,,30.0222222222222,30.0555555555556,310,310,2686.9204,2686.9204,153.715,26.285,153.715,26.285,7.6415447,45,5,3935,94,47
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,24,2026075124,180,200,1,BudgetedLNS,0.01,46.0277777777778,,46.0277777777778,45.8055555555556,365,365,4315.8768,4315.8768,152.985,27.015,152.985,27.015,7.3128217,56,3,3361,148,63
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,25,2026075125,180,200,1,BudgetedLNS,0.01,45.8083333333333,,45.8083333333333,46.0,130,130,1620.5702,1620.5702,153.105,26.895,153.105,26.895,12.5117774,11,3,3632,54,27
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,26,2026075126,180,200,1,BudgetedLNS,0.01,41.1555555555555,,41.1555555555555,41.4444444444445,363,363,4661.4072,4661.4072,153.3,26.7,153.3,26.7,7.3171927,58,3,3391,119,55
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,27,2026075127,180,200,1,BudgetedLNS,0.01,50.0416666666667,,50.0416666666667,49.6388888888889,169,169,1726.2902,1726.2902,152.775,27.225,152.775,27.225,10.021952,13,3,3973,107,53
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,28,2026075128,180,200,1,BudgetedLNS,0.01,39.8555555555556,,39.8555555555556,39.0277777777778,225,225,2565.881,2565.881,153.015,26.985,153.015,26.985,11.2136238,35,3,4356,60,30
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,29,2026075129,180,200,1,BudgetedLNS,0.01,49.075,,49.075,49.6388888888889,117,117,1174.4212,1174.4212,152.995,27.005,152.995,27.005,10.0477412,6,4,4396,15,7
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,30,2026075130,180,200,1,BudgetedLNS,0.01,50.9638888888889,,50.9638888888889,51.4166666666667,164,164,1768.9024,1768.9024,152.71,27.29,152.71,27.29,8.1235877,21,4,3810,71,34
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,1,2026076101,180,200,1,BudgetedLNS,0.01,52.3972222222222,,52.3972222222222,51.6388888888889,287,287,479.2634,479.2634,140.985,39.015,140.985,39.015,10.3353337,25,3,1927,210,98
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,2,2026076102,180,200,1,BudgetedLNS,0.01,54.9083333333333,,54.9083333333333,53.25,90,90,154.2906,154.2906,140.805,39.195,140.805,39.195,14.7286719,6,2,3492,65,32
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,3,2026076103,180,200,1,BudgetedLNS,0.01,58.3555555555556,,58.3555555555556,57.9166666666667,82,82,141.4828,141.4828,140.7,39.3,140.7,39.3,6.3781376,10,3,2365,30,15
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,4,2026076104,180,200,1,BudgetedLNS,0.01,54.3333333333333,,54.3333333333333,53.6388888888889,194,194,334.7276,334.7276,141.0,39.0,141.0,39.0,8.4324712,27,4,3357,120,60
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,5,2026076105,180,200,1,BudgetedLNS,0.01,57.7138888888889,,57.7138888888889,52.1388888888889,137,137,233.3936,233.3936,140.805,39.195,140.805,39.195,8.0665235,12,3,2796,92,45
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,6,2026076106,180,200,1,BudgetedLNS,0.01,57.9,,57.9,56.0833333333333,149,149,255.0938,255.0938,140.73,39.27,140.73,39.27,13.2916145,13,2,3103,96,47
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,7,2026076107,180,200,1,BudgetedLNS,0.01,57.8194444444445,,57.8194444444445,54.8611111111111,125,125,213.6842,213.6842,140.98,39.02,140.98,39.02,10.0550705,15,3,3346,78,38
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,8,2026076108,180,200,1,BudgetedLNS,0.01,57.7888888888889,,57.7888888888889,56.5277777777778,183,183,314.7528,314.7528,141.0,39.0,141.0,39.0,8.7600951,13,3,3502,125,62
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,9,2026076109,180,200,1,BudgetedLNS,0.01,54.1888888888889,,54.1888888888889,50.1666666666667,133,133,225.4966,225.4966,140.96,39.04,140.96,39.04,6.9036963,12,3,2433,90,43
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,10,2026076110,180,200,1,BudgetedLNS,0.01,34.4055555555556,,34.4055555555556,32.4722222222222,421,421,726.393399999999,726.393399999999,141.45,38.55,141.45,38.55,8.27211430000001,66,6,3495,110,55
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,11,2026076111,180,200,1,BudgetedLNS,0.01,53.8416666666666,,53.8416666666666,53.4166666666667,202,202,348.5308,348.5308,140.95,39.05,140.95,39.05,7.7887449,15,3,3250,110,55
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,12,2026076112,180,200,1,BudgetedLNS,0.01,52.1805555555556,,52.1805555555556,48.8055555555556,178,178,300.1534,300.1534,141.165,38.835,141.165,38.835,14.8612858,17,4,3394,119,57
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,13,2026076113,180,200,1,BudgetedLNS,0.01,60.6888888888889,,60.6888888888889,59.6944444444444,145,145,250.183,250.183,140.9,39.1,140.9,39.1,11.7917315,15,3,3138,78,39
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,14,2026076114,180,200,1,BudgetedLNS,0.01,60.0388888888889,,60.0388888888889,59.8333333333333,161,161,277.7894,277.7894,141.0,39.0,141.0,39.0,13.3319333,8,2,3522,52,26
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,15,2026076115,180,200,1,BudgetedLNS,0.01,47.4916666666667,,47.4916666666667,44.5833333333333,250,250,423.3868,423.3868,140.825,39.175,140.825,39.175,5.8549667,30,4,3473,123,58
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,16,2026076116,180,200,1,BudgetedLNS,0.01,58.7583333333333,,58.7583333333333,58.2222222222222,132,132,227.7528,227.7528,140.7,39.3,140.7,39.3,7.16784,11,5,4254,60,30
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,17,2026076117,180,200,1,BudgetedLNS,0.01,59.6916666666667,,59.6916666666667,59.5277777777778,140,140,240.5606,240.5606,140.8,39.2,140.8,39.2,5.5862017,6,2,2514,73,36
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,18,2026076118,180,200,1,BudgetedLNS,0.01,58.8611111111111,,58.8611111111111,53.7777777777778,78,78,124.6272,124.6272,141.025,38.975,141.025,38.975,5.0311282,8,3,2611,44,18
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,19,2026076119,180,200,1,BudgetedLNS,0.01,61.1777777777778,,61.1777777777778,61.0277777777778,122,122,210.4988,210.4988,140.9,39.1,140.9,39.1,12.3919247,3,3,3131,70,35
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,20,2026076120,180,200,1,BudgetedLNS,0.01,58.6527777777778,,58.6527777777778,57.6111111111111,123,123,212.2242,212.2242,140.7,39.3,140.7,39.3,11.3227793,2,2,2387,20,10
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,21,2026076121,180,200,1,BudgetedLNS,0.01,50.9555555555555,,50.9555555555555,50.1944444444444,170,170,292.3226,292.3226,141.005,38.995,141.005,38.995,13.2994203,11,4,4389,87,43
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,22,2026076122,180,200,1,BudgetedLNS,0.01,59.5055555555556,,59.5055555555556,59.6111111111111,153,153,261.9954,261.9954,141.06,38.94,141.06,38.94,5.0093566,11,4,2801,114,56
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,23,2026076123,180,200,1,BudgetedLNS,0.01,60.8027777777778,,60.8027777777778,59.75,133,133,229.4782,229.4782,140.8,39.2,140.8,39.2,6.3337863,6,2,3226,62,31
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,24,2026076124,180,200,1,BudgetedLNS,0.01,60.5694444444444,,60.5694444444444,54.5277777777778,52,52,85.7392,85.7392,141.145,38.855,141.145,38.855,4.8181478,2,4,2136,42,19
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,25,2026076125,180,200,1,BudgetedLNS,0.01,56.3416666666667,,56.3416666666667,56.8611111111111,146,146,251.9084,251.9084,141.2,38.8,141.2,38.8,7.3369965,11,4,3717,88,44
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,26,2026076126,180,200,1,BudgetedLNS,0.01,57.7833333333333,,57.7833333333333,57.1944444444444,204,204,351.9816,351.9816,141.0,39.0,141.0,39.0,5.9903939,24,3,2761,124,62
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,27,2026076127,180,200,1,BudgetedLNS,0.01,53.4638888888889,,53.4638888888889,54.1666666666667,197,197,315.0188,315.0188,140.94,39.06,140.94,39.06,6.0401783,20,3,3223,92,35
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,28,2026076128,180,200,1,BudgetedLNS,0.01,43.3111111111111,,43.3111111111111,42.1666666666667,260,260,448.604,448.604,141.7,38.3,141.7,38.3,8.3010554,39,3,3776,48,24
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,29,2026076129,180,200,1,BudgetedLNS,0.01,51.9305555555556,,51.9305555555556,50.25,231,231,384.6318,384.6318,140.96,39.04,140.96,39.04,8.53759239999999,21,3,3158,105,46
paper2_revision_v2_20260731,SENSITIVITY,coupled_hotspot,30,2026076130,180,200,1,BudgetedLNS,0.01,47.7888888888889,,47.7888888888889,47.5277777777778,242,242,417.5468,417.5468,141.2,38.8,141.2,38.8,13.0721115,20,5,2930,131,65
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,1,2026074101,180,200,1,BudgetedLNS,0.05,64.0,,64.0,63.9722222222222,236,236,358.4198,358.4198,138.895,41.105,138.895,41.105,61.632208,0,0,21619,205,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,2,2026074102,180,200,1,BudgetedLNS,0.05,68.7638888888889,,68.7638888888889,67.1944444444444,148,148,212.557,212.557,139.035,40.965,139.035,40.965,62.7019244,0,0,21476,149,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,3,2026074103,180,200,1,BudgetedLNS,0.05,65.4666666666666,,65.4666666666666,63.5,136,136,204.7924,204.7924,138.76,41.24,138.76,41.24,66.7176082,0,0,21534,134,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,4,2026074104,180,200,1,BudgetedLNS,0.05,65.55,,65.55,57.4722222222222,144,144,204.66,204.66,139.12,40.88,139.12,40.88,64.9397894,2,3,21363,131,4
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,5,2026074105,180,200,1,BudgetedLNS,0.05,56.825,,56.825,54.3055555555555,390,390,588.297,588.297,139.075,40.925,139.075,40.925,63.2905682,1,2,21385,328,4
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,6,2026074106,180,200,1,BudgetedLNS,0.05,58.8027777777778,,58.8027777777778,52.6944444444444,286,286,430.7542,430.7542,139.08,40.92,139.08,40.92,59.0830927,1,2,21178,249,3
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,7,2026074107,180,200,1,BudgetedLNS,0.05,55.0055555555555,,55.0055555555555,53.0555555555556,719,719,1112.156,1112.156,138.995,41.005,138.995,41.005,62.2786392,5,3,20632,618,14
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,8,2026074108,180,200,1,BudgetedLNS,0.05,62.6277777777777,,62.6277777777777,61.5277777777778,262,262,412.2388,412.2388,139.255,40.745,139.255,40.745,61.4875048,1,2,21509,232,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,9,2026074109,180,200,1,BudgetedLNS,0.05,66.0916666666667,,66.0916666666667,64.4444444444444,228,228,381.4464,381.4464,139.015,40.985,139.015,40.985,53.6229664,0,0,21601,189,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,10,2026074110,180,200,1,BudgetedLNS,0.05,63.8972222222222,,63.8972222222222,62.6388888888889,301,301,446.6812,446.6812,139.0,41.0,139.0,41.0,52.8239289,2,3,21352,289,5
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,11,2026074111,180,200,1,BudgetedLNS,0.05,58.3694444444445,,58.3694444444445,55.7222222222222,650,650,1028.9378,1028.9378,139.195,40.805,139.195,40.805,52.8831907,3,1,20885,600,9
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,12,2026074112,180,200,1,BudgetedLNS,0.05,66.1777777777778,,66.1777777777778,65.8888888888889,159,159,210.633,210.633,139.095,40.905,139.095,40.905,49.9617777,0,0,21536,159,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,13,2026074113,180,200,1,BudgetedLNS,0.05,62.4416666666666,,62.4416666666666,59.8888888888889,344,344,565.6664,565.6664,139.415,40.585,139.415,40.585,50.8481964,1,3,21490,321,2
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,14,2026074114,180,200,1,BudgetedLNS,0.05,63.7388888888889,,63.7388888888889,61.3055555555556,248,248,423.9176,423.9176,139.03,40.97,139.03,40.97,60.1717937,1,1,21513,228,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,15,2026074115,180,200,1,BudgetedLNS,0.05,58.6638888888889,,58.6638888888889,56.0,322,322,506.8042,506.8042,139.415,40.585,139.415,40.585,87.9754244,0,0,21512,296,0
